map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,jps_model,robot_in_jps,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,psf_backend,psf_package_version,psf_robot_in_sim,psf_robot_mode,psf_robot_radius_m,psf_substeps_per_step,psf_substep_dt_s,psf_speed_calibration,psf_boundary_clamps,psf_capture_events,psf_layer_active_steps,psf_obstacle_resolution_pts_per_m,psf_robot_track_err_mean_m,psf_robot_track_err_p95_m,psf_robot_track_err_max_m,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,persons_seen,global_plan_error
map5_ucl,default,rrt,t01,1.5,"{'step_m': 11.891203251202827, 'goal_bias': 0.17509891567157726, 'corridor_sample': 0.40393988144405424, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 20951, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb__g-rrt.json,576,12,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,12,396,4.0,0.051,0.066,0.148,26.42,19.51,85.56,131.48,12,3.76,0.706,1.285,24.5,all,teb,9,False,collision,380.5,379.04,0.996,0.181,13,{'teb_optimized': 760},1.0,True,0.0,True,0,False,9,"[[673.07, 279.58], [637.9191862099985, 247.6309114679693], [614.5928813746, 249.7186020081541], [594.8350474838935, 279.13876829348925], [436.20889327262694, 497.2402383127944], [415.8892643049701, 526.3736219275255], [440.00717517460276, 562.0138229637645], [455.42862569766294, 567.8071789409187], [462.3253903221966, 546.4994430893934], [485.73, 515.97]]",1.0,39,
map5_ucl,default,rrt,t01,3.2,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,1099,13,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,13,370,4.0,0.069,0.193,0.226,206.75,10.14,70.12,287.01,13,17.95,1.951,12.339,99.5,all,teb_upstream,1,False,collision,384.5,349.34,0.909,0.346,52,{'teb_upstream': 768},1.0,True,0.0,True,0,False,12,"[[673.07, 279.58], [633.6406864113197, 246.79210465408445], [616.3785757129968, 250.4645422504141], [528.3213013366073, 367.5973142734168], [521.248643810347, 384.71398208869357], [523.0784912118919, 391.96230286836874], [500.987234207664, 425.74581721984913], [412.0727478215762, 542.4042448598774], [453.47598691580265, 568.668597537544], [478.0436199246417, 531.1394829836851], [490.8195885947055, 515.7915589808061], [488.3130090939339, 512.6471032884758], [485.73, 515.97]]",1.0,36,
map5_ucl,default,rrt,t01,9.5,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,,,,configs/teb_upstream__g-rrt.json,0,0,,,,,,,,,,,,,,,,,,,,,,,,,all,teb_upstream,10,False,global_plan_failed,0.0,0.0,0.0,,,,,False,0.0,,,,0,"[[673.07, 279.58], [485.73, 515.97]]",,0,"rrt: no path (673.07, 279.58) -> (485.73, 515.97) after 3 restarts (seed 10)"
map5_ucl,default,rrt,t01,2.7,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,95,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,95,4.0,0.029,0.074,0.102,0.52,0.52,11.24,12.28,2,3.25,0.574,0.761,1.5,all,teb_upstream,2,False,collision,81.0,79.12,0.977,0.221,2,{'teb_upstream': 161},1.0,True,0.0,True,0,False,7,"[[673.07, 279.58], [637.9773376673653, 249.0003977199645], [634.1099285993286, 247.89872195315078], [616.5650473496789, 249.54054495143922], [405.9465591859898, 534.6186473944534], [441.7964886071307, 568.1316370967932], [459.576370004992, 551.9572653575668], [485.73, 515.97]]",1.0,15,
map5_ucl,default,rrt,t01,6.6,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,213217,132,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,132,5669,4.0,0.193,0.289,0.362,331741.88,1921.82,2402.37,336066.07,132,309.05,1.243,6.14,3.0,all,teb_upstream,3,False,max_time,3000.0,402.77,0.134,0.494,5532,{'teb_upstream': 6000},1.0,False,0.0,True,0,False,11,"[[673.07, 279.58], [637.8993052931612, 248.16430715685192], [630.130530472445, 249.2493061048299], [626.4266361888366, 250.8150996833615], [580.5633325084493, 311.8334407921226], [574.43040044716, 316.5475679514295], [570.4499755561654, 315.9759386293434], [417.0417146192092, 518.5263100275572], [413.53491712815804, 525.7626613594183], [415.7591709821523, 532.5472292676128], [450.08436877203286, 567.749704731999], [485.73, 515.97]]",1.0,198,
map5_ucl,default,rrt,t01,3.8,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,2,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,2,4.0,0.108,0.132,0.132,0.15,0.15,0.15,0.45,1,0.09,0.064,0.064,0.5,all,teb_upstream,4,False,collision,255.0,252.62,0.991,0.4,1,{'teb_upstream': 509},1.0,True,0.0,True,0,False,18,"[[673.07, 279.58], [706.4075173428417, 304.1891662701637], [708.5295875989034, 307.6049180502343], [751.1787800219486, 338.26609107881586], [751.4503046284975, 342.27817492424526], [744.6938575533026, 352.2704252130456], [655.4969434570579, 461.77385864396837], [634.0529856462409, 471.3708299774141], [627.9871373038136, 466.09814913450117], [586.5963901306479, 437.51556239959], [583.761256308926, 440.36732652161095], [546.7817567074012, 497.44422927422033], [534.8553407440785, 512.0874054273896], [526.9123176020994, 511.7119225267661], [516.1294859509134, 503.0810613950336], [504.7911362336321, 499.1345946220874], [494.26378693513, 515.339919131289], [487.05277570259653, 514.1366928762766], [485.73, 515.97]]",1.0,20,
map5_ucl,default,rrt,t01,2.4,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,25,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,24,4.0,0.068,0.117,0.147,0.16,0.0,6.07,6.22,2,0.01,0.555,1.016,0.5,all,teb_upstream,5,False,collision,171.0,169.08,0.989,0.342,1,{'teb_upstream': 341},1.0,True,0.0,True,0,False,12,"[[673.07, 279.58], [749.2962987179188, 337.7969467568818], [749.3294619586924, 344.23337274485544], [745.4657265429265, 351.11490042921673], [656.857421083553, 460.4967969872117], [647.0193574358209, 466.1427836913704], [635.493065221681, 469.7036079423998], [587.8623362963364, 437.6883743198214], [563.4989326246396, 468.5354265821696], [556.1774602725076, 468.6890485896922], [478.7619725133175, 574.1221428818178], [455.62839084292705, 558.3047893882293], [485.73, 515.97]]",1.0,27,
map5_ucl,default,rrt,t01,2.8,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,1100,24,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,24,660,4.0,0.044,0.077,0.236,111.98,31.23,118.16,261.37,24,2.93,0.867,1.82,32.5,all,teb_upstream,6,False,collision,548.5,545.26,0.994,0.345,38,{'teb_upstream': 1096},1.0,True,0.0,True,0,False,8,"[[673.07, 279.58], [633.6789095466321, 247.3904596659751], [615.791250242697, 249.5778454162664], [401.0210084224661, 542.382269713675], [446.86917415744983, 561.6094629829983], [461.4716978378449, 554.2267441716486], [489.61399478654215, 516.6633820476411], [491.124085283219, 510.47099776965683], [485.73, 515.97]]",1.0,56,
map5_ucl,default,rrt,t01,7.3,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,136,6,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,6,136,4.0,0.032,0.073,0.082,0.91,0.91,18.25,20.07,6,0.03,0.993,1.402,1.0,all,teb_upstream,7,True,goal,539.0,535.79,0.994,1.003,0,{'teb_upstream': 1078},1.0,False,0.0,True,0,False,11,"[[673.07, 279.58], [636.8958728202472, 248.294893460339], [615.2318456350957, 250.85218818224848], [508.1628770599762, 395.62643582772546], [505.2152862910535, 411.43910122526165], [507.19998156537696, 414.9364612385853], [423.00439049680455, 531.1857554575525], [431.2434180773832, 556.7199379232818], [451.76557573991425, 567.3484500185641], [491.19267185191666, 515.5058233166528], [488.907980260781, 512.1966350886864], [485.73, 515.97]]",1.0,24,
map5_ucl,default,rrt,t01,3.8,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,261,9,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,9,154,4.0,0.022,0.082,0.144,21.81,7.85,6.64,36.3,9,0.28,0.593,1.286,9.5,all,teb_upstream,8,True,goal,405.5,402.87,0.994,0.421,13,{'teb_upstream': 811},1.0,False,0.0,True,0,False,9,"[[673.07, 279.58], [633.8452826781611, 247.12428982456566], [626.4385275586607, 249.62416215182802], [543.6798395014707, 366.4495641045668], [463.15857767576074, 473.9479838595406], [462.7685720535042, 480.41743445208925], [495.155552910296, 503.25654163739034], [496.42667427430916, 512.7536717469626], [487.084463113274, 513.8923741428995], [485.73, 515.97]]",1.0,33,
map5_ucl,default,rrt,t01,7.1,"{'step_m': 4.021261294011791, 'goal_bias': 0.2818861568485957, 'corridor_sample': 0.7453688668795294, 'lateral_jitter_m': 0.8, 'piece_buffer_m': 1.2, 'warea_buffer_m': 3.0, 'max_iters': 47184, 'restarts': 3, 'shortcut_iters': 400, 'snap_inset_m': 0.25}",pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-rrt.json,606,12,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,12,357,4.0,0.051,0.11,0.29,56.55,18.94,74.43,149.92,12,2.1,0.599,1.392,21.5,all,teb_upstream,9,False,collision,382.0,376.99,0.987,0.269,16,{'teb_upstream': 763},1.0,True,0.0,True,0,False,8,"[[673.07, 279.58], [637.5213861863623, 248.5629098749378], [632.7957891755734, 242.20951629833152], [585.0456278628658, 303.9824962550805], [567.9607527352449, 313.3268708696985], [408.02713007988274, 535.4342456996538], [443.81866856635315, 564.0601811728302], [451.27290758470036, 562.07794425418], [485.73, 515.97]]",1.0,39,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,480,13,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,13,419,4.0,0.193,0.512,0.512,42.08,18.38,184.21,244.67,13,2.35,0.723,1.172,16.5,all,astar,1,False,collision,539.5,506.42,0.939,0.385,30,{'path_found': 1078},1.0,True,32.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,45,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,15,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,13,4.0,0.077,0.256,0.256,2.18,2.17,2.73,7.08,2,0.29,0.629,0.668,1.0,all,astar,10,False,collision,140.5,140.0,0.996,0.415,1,{'path_found': 280},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,16,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,210,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,128,4.0,0.13,0.263,0.304,16.26,9.2,39.38,64.84,7,1.97,0.683,0.84,5.0,all,astar,2,False,collision,233.0,232.5,0.998,0.408,6,{'path_found': 465},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,28,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,8,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,8,4.0,0.036,0.081,0.081,1.4,1.39,1.03,3.82,1,0.34,1.146,1.146,1.0,all,astar,3,False,collision,115.5,115.0,0.996,0.364,2,{'path_found': 230},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,18,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,24,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,24,4.0,0.045,0.237,0.242,0.0,0.0,2.69,2.69,1,0.0,0.638,0.638,0.0,all,astar,4,False,collision,262.5,245.13,0.934,0.365,2,{'path_found': 524},1.0,True,16.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,20,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,692,18,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,18,420,4.0,0.182,0.47,0.547,136.14,21.48,214.3,371.91,18,5.76,0.875,4.682,31.5,all,astar,5,False,collision,466.0,433.0,0.929,0.306,53,{'path_found': 931},1.0,True,32.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,51,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,32,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,28,4.0,0.151,0.251,0.262,3.37,2.62,9.26,15.24,3,0.3,0.471,0.629,3.5,all,astar,6,False,collision,152.5,151.65,0.994,0.236,3,"{'no_path': 1, 'path_found': 303}",0.9967,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,20,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,13,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,13,4.0,0.047,0.145,0.145,2.36,2.36,2.78,7.5,1,1.03,0.674,0.674,1.0,all,astar,7,False,collision,135.0,134.5,0.996,0.374,2,{'path_found': 269},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,7,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,376,10,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,10,286,4.0,0.244,0.51,0.542,36.71,12.93,137.05,186.69,10,3.2,0.635,0.973,11.0,all,astar,8,True,goal,541.0,508.13,0.939,0.455,13,{'path_found': 1082},1.0,False,32.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,42,
map5_ucl,default,astar,t02,0.3,,pysf,,True,0.25,1.0,0.42,configs/astar__g-astar.json,50,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,50,4.0,0.179,0.504,0.51,2.62,2.62,22.3,27.54,2,2.74,0.922,1.22,2.0,all,astar,9,False,collision,180.5,180.0,0.997,0.416,4,{'path_found': 360},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,24,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,117,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,114,4.0,0.234,0.602,0.758,4.11,4.11,53.52,61.74,4,1.19,0.88,1.194,3.5,all,cadrl,1,False,collision,182.0,181.21,0.996,0.302,5,{'cadrl': 363},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,19,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,348,10,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,10,254,4.0,0.315,0.627,0.875,22.63,9.78,438.76,471.17,9,1.46,0.739,1.015,7.0,all,cadrl,10,True,goal,546.0,514.83,0.943,0.477,11,{'cadrl': 1092},1.0,False,24.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,40,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,976,26,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,26,510,4.0,0.278,0.618,0.86,187.62,24.6,1065.21,1277.43,26,4.84,0.656,1.13,60.0,all,cadrl,2,True,goal,547.0,515.53,0.942,0.5,63,{'cadrl': 1094},1.0,False,29.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,51,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,218,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,152,4.0,0.093,0.23,0.662,27.6,12.17,54.64,94.4,7,2.91,0.637,1.187,7.5,all,cadrl,3,False,collision,263.5,250.87,0.952,0.396,11,{'cadrl': 526},1.0,True,8.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,26,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,36,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,36,4.0,0.022,0.2,0.333,0.23,0.28,249.9,250.41,1,0.04,1.073,1.073,1.0,all,cadrl,4,True,goal,549.5,516.48,0.94,0.589,2,{'cadrl': 1099},1.0,False,27.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,29,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,707,21,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,21,498,4.0,0.286,0.621,0.817,58.12,18.09,428.3,504.51,20,3.84,0.676,1.333,35.0,all,cadrl,5,True,goal,547.5,517.92,0.946,0.424,61,{'cadrl': 1095},1.0,False,23.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,54,
